date;order_id;quantity;article_id;category_id;customer_id;;;;;;;
20/01/2020;239;60;A016;C3;CU0091;;;;;;;
20/01/2020;240;17;A004;C3;CU0178;;;;;;;
20/01/2020;241;15;A009;C2;CU0192;;;;;;;
20/01/2020;242;82;A012;C1;CU0140;;;;;;;
20/01/2020;243;96;A019;C3;CU0154;;;;;;;
20/01/2020;244;28;A015;C3;CU0236;;;;;;;
20/01/2020;245;79;A012;C2;CU0145;;;;;;;
20/01/2020;246;42;A016;C1;CU0081;;;;;;;
20/01/2020;247;99;A002;C3;CU0239;;;;;;;
20/01/2020;248;66;A018;C2;CU0120;;;;;;;
20/01/2020;249;81;A019;C2;CU0144;;;;;;;
20/01/2020;250;25;A007;C2;CU0015;;;;;;;
20/01/2020;251;60;A009;C2;CU0239;;;;;;;
20/01/2020;252;91;A008;C1;CU0242;;;;;;;
20/01/2020;253;59;A010;C1;CU0141;;;;;;;
20/01/2020;254;73;A006;C2;CU0041;;;;;;;
20/01/2020;255;37;A004;C2;CU0161;;;;;;;
20/01/2020;256;75;A002;C2;CU0157;;;;;;;
20/01/2020;257;50;A006;C2;CU0030;;;;;;;
20/01/2020;258;13;A017;C1;CU0238;;;;;;;
20/01/2020;259;86;A018;C3;CU0152;;;;;;;
20/01/2020;260;48;A018;C2;CU0016;;;;;;;
20/01/2020;261;71;A001;C2;CU0188;;;;;;;
20/01/2020;262;58;A004;C3;CU0001;;;;;;;
20/01/2020;263;66;A003;C2;CU0083;;;;;;;
21/01/2020;264;36;A019;C2;CU0105;;;;;;;
21/01/2020;265;77;A010;C1;CU0077;;;;;;;
21/01/2020;266;96;A006;C2;CU0041;;;;;;;
21/01/2020;267;46;A014;C3;CU0241;;;;;;;
21/01/2020;268;9;A016;C2;CU0213;;;;;;;
21/01/2020;269;43;A013;C3;CU0053;;;;;;;
21/01/2020;270;46;A004;C1;CU0183;;;;;;;
21/01/2020;271;20;A013;C1;CU0246;;;;;;;
22/01/2020;272;27;A006;C3;CU0178;;;;;;;
22/01/2020;273;74;A015;C1;CU0013;;;;;;;
22/01/2020;274;26;A018;C3;CU0132;;;;;;;
22/01/2020;275;57;A005;C1;CU0153;;;;;;;
22/01/2020;276;7;A009;C3;CU0179;;;;;;;
22/01/2020;277;61;A018;C1;CU0008;;;;;;;
22/01/2020;278;5;A015;C1;CU0206;;;;;;;
22/01/2020;279;98;A003;C2;CU0073;;;;;;;
22/01/2020;280;80;A013;C3;CU0019;;;;;;;
22/01/2020;281;74;A003;C2;CU0241;;;;;;;
22/01/2020;282;93;A008;C2;CU0180;;;;;;;
22/01/2020;283;80;A018;C3;CU0056;;;;;;;
22/01/2020;284;20;A005;C1;CU0231;;;;;;;
22/01/2020;285;83;A018;C2;CU0182;;;;;;;
22/01/2020;286;7;A009;C3;CU0095;;;;;;;
22/01/2020;287;67;A001;C2;CU0205;;;;;;;
22/01/2020;288;48;A014;C1;CU0113;;;;;;;
22/01/2020;289;22;A007;C3;CU0073;;;;;;;
23/01/2020;290;37;A015;C2;CU0038;;;;;;;
23/01/2020;291;81;A015;C3;CU0149;;;;;;;
23/01/2020;292;31;A004;C2;CU0160;;;;;;;
23/01/2020;293;21;A003;C2;CU0143;;;;;;;
23/01/2020;294;81;A001;C2;CU0102;;;;;;;
23/01/2020;295;60;A005;C3;CU0205;;;;;;;
23/01/2020;296;63;A002;C3;CU0117;;;;;;;
23/01/2020;297;42;A009;C3;CU0092;;;;;;;
23/01/2020;298;89;A017;C3;CU0111;;;;;;;
23/01/2020;299;1;A009;C3;CU0032;;;;;;;
23/01/2020;300;54;A008;C2;CU0160;;;;;;;
23/01/2020;301;93;A014;C3;CU0209;;;;;;;
23/01/2020;302;92;A004;C2;CU0206;;;;;;;
23/01/2020;303;15;A019;C2;CU0088;;;;;;;
23/01/2020;304;70;A012;C2;CU0222;;;;;;;
24/01/2020;305;67;A008;C2;CU0053;;;;;;;
24/01/2020;306;35;A001;C2;CU0015;;;;;;;
24/01/2020;307;85;A018;C2;CU0129;;;;;;;
24/01/2020;308;90;A019;C1;CU0043;;;;;;;
24/01/2020;309;93;A014;C2;CU0201;;;;;;;
25/01/2020;310;59;A006;C3;CU0194;;;;;;;
25/01/2020;311;32;A019;C3;CU0166;;;;;;;
25/01/2020;312;74;A019;C2;CU0055;;;;;;;
25/01/2020;313;13;A013;C3;CU0095;;;;;;;
25/01/2020;314;89;A018;C3;CU0011;;;;;;;
25/01/2020;315;64;A002;C2;CU0204;;;;;;;
25/01/2020;316;95;A008;C3;CU0235;;;;;;;
26/01/2020;317;41;A018;C2;CU0239;;;;;;;
26/01/2020;318;98;A002;C2;CU0159;;;;;;;
26/01/2020;319;37;A001;C3;CU0059;;;;;;;
26/01/2020;320;37;A018;C2;CU0025;;;;;;;
26/01/2020;321;50;A015;C1;CU0061;;;;;;;
27/01/2020;322;21;A016;C1;CU0194;;;;;;;
27/01/2020;323;76;A008;C1;CU0127;;;;;;;
27/01/2020;324;74;A003;C3;CU0014;;;;;;;
27/01/2020;325;99;A004;C3;CU0213;;;;;;;
27/01/2020;326;70;A011;C3;CU0147;;;;;;;
27/01/2020;327;70;A005;C3;CU0159;;;;;;;
28/01/2020;328;100;A004;C1;CU0224;;;;;;;
28/01/2020;329;99;A006;C3;CU0060;;;;;;;
28/01/2020;330;91;A004;C1;CU0216;;;;;;;
28/01/2020;331;96;A019;C3;CU0197;;;;;;;
28/01/2020;332;40;A012;C3;CU0169;;;;;;;
28/01/2020;333;76;A006;C2;CU0011;;;;;;;
28/01/2020;334;70;A018;C3;CU0239;;;;;;;
28/01/2020;335;60;A004;C2;CU0068;;;;;;;
28/01/2020;336;44;A016;C2;CU0147;;;;;;;
28/01/2020;337;46;A018;C3;CU0150;;;;;;;
28/01/2020;338;62;A008;C1;CU0123;;;;;;;
28/01/2020;339;83;A003;C3;CU0199;;;;;;;
28/01/2020;340;94;A008;C1;CU0009;;;;;;;
28/01/2020;341;50;A010;C1;CU0210;;;;;;;
28/01/2020;342;66;A014;C3;CU0196;;;;;;;
28/01/2020;343;35;A003;C1;CU0214;;;;;;;
29/01/2020;344;90;A013;C1;CU0229;;;;;;;
29/01/2020;345;69;A002;C2;CU0065;;;;;;;
29/01/2020;346;3;A002;C3;CU0132;;;;;;;
29/01/2020;347;89;A002;C1;CU0198;;;;;;;
29/01/2020;348;19;A014;C2;CU0124;;;;;;;
30/01/2020;349;85;A013;C3;CU0174;;;;;;;
30/01/2020;350;1;A015;C2;CU0116;;;;;;;
30/01/2020;351;82;A016;C1;CU0233;;;;;;;
30/01/2020;352;8;A009;C1;CU0206;;;;;;;
30/01/2020;353;9;A003;C1;CU0149;;;;;;;
30/01/2020;354;15;A007;C2;CU0015;;;;;;;
30/01/2020;355;66;A017;C1;CU0041;;;;;;;
30/01/2020;356;91;A013;C3;CU0085;;;;;;;
30/01/2020;357;14;A012;C2;CU0162;;;;;;;
30/01/2020;358;7;A016;C2;CU0047;;;;;;;
30/01/2020;359;63;A006;C3;CU0094;;;;;;;
30/01/2020;360;93;A018;C2;CU0212;;;;;;;
30/01/2020;361;33;A002;C3;CU0089;;;;;;;
30/01/2020;362;31;A002;C1;CU0102;;;;;;;
31/01/2020;363;85;A001;C1;CU0115;;;;;;;
31/01/2020;364;49;A016;C2;CU0098;;;;;;;
31/01/2020;365;25;A015;C3;CU0221;;;;;;;
31/01/2020;366;76;A001;C3;CU0005;;;;;;;
31/01/2020;367;46;A007;C1;CU0127;;;;;;;
01/02/2020;368;21;A011;C2;CU0039;;;;;;;
01/02/2020;369;63;A013;C1;CU0035;;;;;;;
01/02/2020;370;63;A004;C3;CU0176;;;;;;;
01/02/2020;371;43;A009;C2;CU0162;;;;;;;
01/02/2020;372;88;A013;C3;CU0148;;;;;;;
01/02/2020;373;68;A012;C2;CU0227;;;;;;;
01/02/2020;374;26;A011;C3;CU0056;;;;;;;
01/02/2020;375;9;A007;C1;CU0222;;;;;;;
01/02/2020;376;95;A004;C1;CU0049;;;;;;;
01/02/2020;377;91;A016;C3;CU0038;;;;;;;
01/02/2020;378;21;A004;C1;CU0193;;;;;;;
01/02/2020;379;12;A013;C1;CU0239;;;;;;;
01/02/2020;380;49;A012;C3;CU0134;;;;;;;
01/02/2020;381;68;A015;C2;CU0192;;;;;;;
01/02/2020;382;17;A004;C2;CU0249;;;;;;;
01/02/2020;383;22;A008;C2;CU0024;;;;;;;
01/02/2020;384;39;A001;C2;CU0110;;;;;;;
01/02/2020;385;73;A011;C2;CU0058;;;;;;;
02/02/2020;386;11;A010;C1;CU0003;;;;;;;
02/02/2020;387;86;A012;C2;CU0223;;;;;;;
02/02/2020;388;36;A009;C1;CU0062;;;;;;;
02/02/2020;389;11;A015;C2;CU0182;;;;;;;
02/02/2020;390;25;A016;C2;CU0071;;;;;;;
02/02/2020;391;23;A006;C1;CU0032;;;;;;;
02/02/2020;392;15;A013;C3;CU0033;;;;;;;
03/02/2020;393;94;A017;C3;CU0032;;;;;;;
03/02/2020;394;83;A002;C2;CU0014;;;;;;;
03/02/2020;395;99;A001;C3;CU0181;;;;;;;
03/02/2020;396;79;A010;C1;CU0222;;;;;;;
03/02/2020;397;37;A018;C3;CU0242;;;;;;;
03/02/2020;398;84;A004;C1;CU0242;;;;;;;
03/02/2020;399;38;A018;C3;CU0217;;;;;;;
03/02/2020;400;51;A005;C2;CU0226;;;;;;;
03/02/2020;401;51;A016;C3;CU0175;;;;;;;
03/02/2020;402;3;A012;C3;CU0032;;;;;;;
03/02/2020;403;33;A002;C2;CU0015;;;;;;;
03/02/2020;404;10;A018;C2;CU0145;;;;;;;
04/02/2020;405;69;A002;C1;CU0013;;;;;;;
04/02/2020;406;39;A010;C1;CU0137;;;;;;;
04/02/2020;407;7;A019;C2;CU0239;;;;;;;
04/02/2020;408;15;A019;C3;CU0227;;;;;;;
04/02/2020;409;65;A010;C1;CU0156;;;;;;;
04/02/2020;410;54;A017;C3;CU0249;;;;;;;
04/02/2020;411;44;A018;C3;CU0176;;;;;;;
05/02/2020;412;49;A006;C1;CU0002;;;;;;;
05/02/2020;413;48;A011;C1;CU0239;;;;;;;
05/02/2020;414;78;A001;C1;CU0119;;;;;;;
05/02/2020;415;23;A003;C2;CU0015;;;;;;;
05/02/2020;416;82;A004;C1;CU0054;;;;;;;
05/02/2020;417;58;A005;C2;CU0223;;;;;;;
05/02/2020;418;99;A018;C3;CU0169;;;;;;;
05/02/2020;419;67;A010;C1;CU0126;;;;;;;
05/02/2020;420;92;A009;C1;CU0220;;;;;;;
05/02/2020;421;53;A006;C2;CU0165;;;;;;;
05/02/2020;422;38;A016;C1;CU0089;;;;;;;
05/02/2020;423;98;A006;C3;CU0116;;;;;;;
05/02/2020;424;59;A017;C2;CU0142;;;;;;;
05/02/2020;425;31;A012;C3;CU0007;;;;;;;
05/02/2020;426;56;A013;C3;CU0226;;;;;;;
05/02/2020;427;75;A015;C3;CU0009;;;;;;;
05/02/2020;428;52;A012;C2;CU0177;;;;;;;
05/02/2020;429;39;A016;C2;CU0101;;;;;;;
05/02/2020;430;95;A019;C1;CU0177;;;;;;;
05/02/2020;431;100;A012;C1;CU0146;;;;;;;
05/02/2020;432;82;A007;C2;CU0008;;;;;;;
05/02/2020;433;31;A015;C2;CU0235;;;;;;;
05/02/2020;434;70;A003;C3;CU0149;;;;;;;
06/02/2020;435;16;A013;C1;CU0186;;;;;;;
06/02/2020;436;10;A010;C1;CU0067;;;;;;;
06/02/2020;437;12;A004;C3;CU0020;;;;;;;
06/02/2020;438;94;A007;C3;CU0092;;;;;;;
06/02/2020;439;38;A015;C2;CU0173;;;;;;;
06/02/2020;440;91;A003;C3;CU0099;;;;;;;
06/02/2020;441;12;A017;C3;CU0045;;;;;;;
06/02/2020;442;87;A013;C2;CU0151;;;;;;;
06/02/2020;443;44;A016;C3;CU0233;;;;;;;
06/02/2020;444;61;A004;C3;CU0094;;;;;;;
06/02/2020;445;18;A012;C3;CU0122;;;;;;;
06/02/2020;446;75;A008;C2;CU0124;;;;;;;
06/02/2020;447;86;A001;C3;CU0203;;;;;;;
06/02/2020;448;47;A014;C2;CU0031;;;;;;;
06/02/2020;449;1;A010;C1;CU0244;;;;;;;
06/02/2020;450;53;A013;C2;CU0171;;;;;;;
06/02/2020;451;15;A006;C1;CU0158;;;;;;;
06/02/2020;452;67;A005;C1;CU0128;;;;;;;
06/02/2020;453;37;A001;C3;CU0149;;;;;;;
07/02/2020;454;88;A015;C3;CU0240;;;;;;;
07/02/2020;455;68;A007;C2;CU0187;;;;;;;
07/02/2020;456;60;A008;C2;CU0011;;;;;;;
07/02/2020;457;35;A001;C1;CU0136;;;;;;;
07/02/2020;458;7;A017;C1;CU0205;;;;;;;
07/02/2020;459;24;A005;C3;CU0153;;;;;;;
08/02/2020;460;54;A014;C3;CU0103;;;;;;;
08/02/2020;461;82;A014;C1;CU0176;;;;;;;
08/02/2020;462;20;A019;C3;CU0058;;;;;;;
08/02/2020;463;48;A012;C2;CU0060;;;;;;;
08/02/2020;464;19;A017;C2;CU0216;;;;;;;
08/02/2020;465;49;A016;C3;CU0169;;;;;;;
08/02/2020;466;27;A016;C3;CU0158;;;;;;;
08/02/2020;467;93;A014;C3;CU0233;;;;;;;
09/02/2020;468;15;A006;C1;CU0064;;;;;;;
09/02/2020;469;64;A009;C2;CU0246;;;;;;;
09/02/2020;470;80;A004;C1;CU0125;;;;;;;
09/02/2020;471;3;A002;C1;CU0056;;;;;;;
09/02/2020;472;62;A014;C1;CU0196;;;;;;;
09/02/2020;473;94;A015;C1;CU0129;;;;;;;
09/02/2020;474;59;A012;C3;CU0245;;;;;;;
09/02/2020;475;43;A016;C1;CU0201;;;;;;;
